"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2016-11-29","16.34","16.54","16.58","16.33","12.94M","-0.91%"
"2016-11-28","16.49","16.70","16.88","16.49","12.85M","-1.02%"
"2016-11-25","16.66","16.66","16.77","16.19","15.09M","0.00%"
"2016-11-24","16.66","16.91","17.08","16.63","17.18M","-2.00%"
"2016-11-23","17.00","17.24","17.45","16.96","26.51M","-0.64%"
"2016-11-22","17.11","16.80","17.11","16.69","21.94M","2.03%"
"2016-11-21","16.77","16.81","16.91","16.71","9.58M","-0.18%"
"2016-11-18","16.80","16.80","16.95","16.78","9.17M","-0.18%"
"2016-11-17","16.83","17.15","17.15","16.79","14.04M","-1.87%"
"2016-11-16","17.15","17.06","17.33","17.06","24.00M","0.82%"
"2016-11-15","17.01","16.79","17.02","16.72","18.44M","1.37%"
"2016-11-14","16.78","16.82","17.00","16.63","19.92M","-0.42%"
"2016-11-11","16.85","17.10","17.10","16.54","27.73M","-1.17%"
"2016-11-10","17.05","17.20","17.23","16.97","17.97M","0.35%"
"2016-11-9","16.99","17.60","17.64","16.68","29.53M","-3.47%"
"2016-11-8","17.60","17.81","17.89","17.44","16.50M","-0.28%"
"2016-11-7","17.65","17.71","17.98","17.64","19.28M","0.00%"
"2016-11-4","17.65","17.59","17.96","17.56","21.33M","0.00%"
"2016-11-3","17.65","17.24","17.99","17.24","33.68M","2.02%"
"2016-11-2","17.30","17.53","17.62","17.21","14.10M","-1.65%"
"2016-11-1","17.59","17.50","17.71","17.34","20.44M","0.69%"
"2016-10-31","17.47","16.99","17.63","16.86","22.98M","1.98%"
"2016-10-28","17.13","17.38","17.52","17.09","14.77M","-1.72%"
"2016-10-27","17.43","17.59","17.63","17.40","18.52M","-1.19%"
"2016-10-26","17.64","17.44","17.66","17.04","27.98M","1.09%"
"2016-10-25","17.45","17.52","17.79","17.31","19.72M","-0.34%"
"2016-10-24","17.51","17.48","17.66","17.25","16.65M","0.46%"
"2016-10-21","17.43","17.74","17.83","17.14","26.86M","-2.35%"
"2016-10-20","17.85","17.64","18.34","17.61","40.16M","1.02%"
"2016-10-19","17.67","17.97","17.98","17.55","31.22M","-1.67%"
"2016-10-18","17.97","16.88","18.04","16.81","62.34M","6.39%"
"2016-10-17","16.89","16.76","17.23","16.69","38.67M","0.90%"
"2016-10-14","16.74","16.58","16.78","16.49","18.10M","0.72%"
"2016-10-13","16.62","16.85","16.91","16.58","15.88M","-1.31%"
"2016-10-12","16.84","16.78","16.98","16.66","17.41M","0.24%"
"2016-10-11","16.80","16.97","17.11","16.71","23.49M","-0.77%"
"2016-10-10","16.93","16.20","16.93","16.20","24.41M","3.48%"
"2016-9-30","16.36","16.23","16.51","16.17","15.31M","0.49%"
"2016-9-29","16.28","16.38","16.50","16.24","14.99M","-0.55%"
"2016-9-28","16.37","16.37","16.72","16.28","24.07M","0.68%"
"2016-9-27","16.26","15.94","16.28","15.93","25.17M","2.46%"
"2016-9-26","15.87","16.75","16.91","15.83","30.10M","-6.15%"
"2016-9-23","16.91","17.00","17.12","16.83","17.57M","0.00%"
"2016-9-22","16.91","17.16","17.18","16.89","14.42M","-0.24%"
"2016-9-21","16.95","17.04","17.18","16.94","13.32M","-1.05%"
"2016-9-20","17.13","17.05","17.29","16.66","26.30M","0.00%"
"2016-9-19","17.13","17.09","17.33","17.04","13.61M","0.71%"
"2016-9-14","17.01","17.01","17.11","16.62","19.68M","-0.87%"
"2016-9-13","17.16","17.54","17.73","16.77","30.74M","-1.72%"
"2016-9-12","17.46","18.61","18.84","17.31","39.16M","-9.02%"
"2016-9-9","19.19","19.40","19.59","18.84","23.16M","-0.16%"
"2016-9-8","19.22","19.18","19.50","18.95","16.47M","0.73%"
"2016-9-7","19.08","19.57","19.78","19.05","23.06M","-2.30%"
"2016-9-6","19.53","18.74","19.74","18.64","34.62M","4.22%"
"2016-9-5","18.74","18.59","18.89","18.59","14.04M","0.00%"
"2016-9-2","18.74","19.49","19.49","18.64","26.46M","-3.90%"
"2016-9-1","19.50","19.74","19.80","19.45","12.82M","-1.17%"
"2016-8-31","19.73","19.64","19.89","19.48","16.62M","0.41%"
"2016-8-30","19.65","19.54","19.91","19.54","11.54M","0.51%"
"2016-8-29","19.55","19.54","19.98","19.44","13.62M","-0.20%"
"2016-8-26","19.59","19.72","20.15","19.59","18.25M","-0.66%"
"2016-8-25","19.72","19.55","19.73","19.04","18.84M","0.46%"
"2016-8-24","19.63","19.69","19.83","19.48","15.33M","0.15%"
"2016-8-23","19.60","20.45","20.49","19.35","32.93M","-3.83%"
"2016-8-22","20.38","20.69","21.13","20.37","26.63M","-1.59%"
"2016-8-19","20.71","20.66","20.83","20.42","20.76M","0.00%"
"2016-8-18","20.71","20.74","21.19","20.54","26.30M","-0.43%"
"2016-8-17","20.80","20.99","21.24","20.67","37.66M","-0.91%"
"2016-8-16","20.99","19.99","21.50","19.88","67.79M","5.00%"
"2016-8-15","19.99","19.38","20.23","19.11","38.51M","3.20%"
"2016-8-12","19.37","19.04","19.57","18.95","21.40M","0.99%"
"2016-8-11","19.18","19.78","19.92","19.17","30.00M","-3.81%"
"2016-8-10","19.94","19.66","20.79","19.56","42.16M","1.99%"
"2016-8-9","19.55","19.49","19.77","19.34","23.03M","0.57%"
"2016-8-8","19.44","19.34","19.46","18.79","23.42M","-0.97%"
"2016-8-5","19.63","19.82","20.07","19.59","21.93M","-1.90%"
"2016-8-4","20.01","19.38","20.17","19.06","41.80M","2.67%"
"2016-8-3","19.49","19.75","20.02","19.45","23.73M","-1.37%"
"2016-8-2","19.76","19.68","19.97","19.44","28.52M","0.20%"
"2016-8-1","19.72","19.14","20.02","18.59","33.64M","1.75%"
"2016-7-29","19.38","19.29","19.84","18.95","31.69M","-0.36%"
"2016-7-28","19.45","19.35","19.52","18.66","40.55M","0.83%"
"2016-7-27","19.29","20.80","20.95","18.74","44.93M","-7.26%"
"2016-7-26","20.80","20.40","20.97","20.30","33.58M","1.71%"
"2016-7-25","20.45","21.04","21.04","20.04","40.90M","-3.90%"
"2016-7-22","21.28","22.47","22.58","21.20","47.59M","-5.25%"
"2016-7-21","22.46","22.75","23.04","22.45","28.04M","-2.09%"
"2016-7-20","22.94","23.00","23.45","22.91","22.60M","-0.39%"
"2016-7-19","23.03","22.77","23.22","22.44","25.99M","0.57%"
"2016-7-18","22.90","23.41","23.65","22.89","32.65M","-3.25%"
"2016-7-15","23.67","23.95","24.40","23.21","44.66M","-0.63%"
"2016-7-14","23.82","23.66","24.29","23.40","38.90M","1.40%"
"2016-7-13","23.49","23.60","24.06","23.10","42.59M","-0.21%"
"2016-7-12","23.54","24.05","24.27","22.48","54.12M","-2.77%"
"2016-7-11","24.21","24.49","24.95","23.89","46.20M","-1.67%"
"2016-7-8","24.62","25.72","26.05","24.55","71.30M","-5.23%"
"2016-7-7","25.98","23.85","26.13","23.37","101.14M","8.52%"
"2016-7-6","23.94","23.45","25.02","23.30","83.58M","0.29%"
"2016-7-5","23.87","22.27","24.33","21.64","99.38M","7.33%"
"2016-7-4","22.24","21.53","22.99","21.35","48.91M","2.68%"
"2016-7-1","21.66","21.65","22.27","21.39","36.45M","0.09%"
"2016-6-30","21.64","22.55","22.68","21.34","67.03M","-5.58%"
"2016-6-29","22.92","22.76","23.64","22.45","63.99M","1.19%"
"2016-6-28","22.65","23.33","23.88","22.30","63.69M","-2.87%"
"2016-6-27","23.32","22.95","23.32","22.40","54.52M","0.26%"
"2016-6-24","23.26","22.90","23.99","21.75","73.46M","1.57%"
"2016-6-23","22.90","22.35","23.75","21.74","63.68M","1.55%"
"2016-6-22","22.55","22.65","22.74","21.64","43.87M","0.27%"
"2016-6-21","22.49","24.05","24.16","22.20","56.29M","-5.35%"
"2016-6-20","23.76","23.47","23.94","22.57","55.62M","1.24%"
"2016-6-17","23.47","24.20","24.54","23.05","59.63M","-2.57%"
"2016-6-16","24.09","24.10","25.48","23.85","73.15M","-1.75%"
"2016-6-15","24.52","21.80","24.52","21.70","74.22M","9.96%"
"2016-6-14","22.30","21.04","22.47","21.03","65.73M","6.80%"
"2016-6-13","20.88","22.00","22.73","20.55","60.41M","-7.90%"
"2016-6-8","22.67","22.05","24.04","21.28","75.60M","1.93%"
"2016-6-7","22.24","21.55","23.05","21.17","72.87M","2.35%"
"2016-6-6","21.73","19.65","21.73","19.65","72.39M","9.97%"
"2016-6-3","19.76","19.68","20.96","19.29","74.60M","1.65%"
"2016-6-2","19.44","19.04","20.34","18.94","82.37M","3.68%"
"2016-6-1","18.75","16.96","18.75","16.96","43.03M","9.97%"
"2016-5-31","17.05","16.02","17.21","16.02","41.41M","7.03%"
"2016-5-30","15.93","15.68","16.48","15.63","30.16M","-0.50%"
"2016-5-27","16.01","16.49","16.68","15.88","30.54M","-3.73%"
"2016-5-26","16.63","16.47","16.77","15.70","44.79M","-1.01%"
"2016-5-25","16.80","16.92","17.74","16.53","48.13M","0.00%"
"2016-5-24","16.80","17.19","17.32","16.43","42.89M","-3.17%"
"2016-5-23","17.35","16.53","17.35","16.27","57.90M","4.96%"
"2016-5-20","16.53","16.63","17.04","16.03","44.63M","-3.11%"
"2016-5-19","17.06","16.43","17.44","16.03","65.74M","3.52%"
"2016-5-18","16.48","16.43","16.94","15.74","60.62M","-0.42%"
"2016-5-17","16.55","17.09","17.69","16.43","77.71M","-4.28%"
"2016-5-16","17.29","15.88","17.48","15.71","97.27M","7.59%"
"2016-5-13","16.07","14.56","16.25","14.56","95.85M","8.73%"
"2016-5-12","14.78","13.47","15.08","13.28","51.76M","7.65%"
"2016-5-11","13.73","13.96","14.26","13.71","29.86M","-0.44%"
"2016-5-10","13.79","14.39","14.68","13.53","47.06M","-5.35%"
"2016-5-9","14.57","14.38","14.92","14.20","50.62M","-0.68%"
"2016-5-6","14.67","15.28","15.68","14.64","63.54M","-4.49%"
"2016-5-5","15.36","14.87","15.45","14.87","43.64M","2.40%"
"2016-5-4","15.00","15.18","15.72","14.88","55.46M","-2.15%"
"2016-5-3","15.33","14.57","15.48","14.48","66.07M","3.65%"
"2016-4-29","14.79","14.53","15.17","14.41","69.90M","2.07%"
"2016-4-28","14.49","13.83","14.63","13.68","54.22M","3.87%"
"2016-4-27","13.95","13.31","14.36","13.31","58.78M","4.89%"
"2016-4-26","13.30","12.98","13.62","12.88","32.45M","2.15%"
"2016-4-25","13.02","12.93","13.13","12.53","31.38M","-0.61%"
"2016-4-22","13.10","12.34","13.21","12.33","39.35M","4.55%"
"2016-4-21","12.53","13.48","13.48","12.51","45.47M","-7.73%"
"2016-4-20","13.58","14.63","14.73","13.14","58.61M","-6.41%"
"2016-4-19","14.51","14.38","14.82","14.33","51.92M","0.48%"
"2016-4-18","14.44","13.98","14.77","13.71","58.11M","2.12%"
"2016-4-15","14.14","14.02","14.16","13.86","26.99M","0.86%"
"2016-4-14","14.02","13.98","14.13","13.83","28.95M","1.59%"
"2016-4-13","13.80","13.93","14.12","13.79","39.42M","0.36%"
"2016-4-12","13.75","14.03","14.07","13.39","41.79M","-3.03%"
"2016-4-11","14.18","14.40","14.60","14.04","44.63M","-0.21%"
"2016-4-8","14.21","14.18","14.56","13.78","43.83M","-2.34%"
"2016-4-7","14.55","14.89","15.34","14.53","65.66M","-3.00%"
"2016-4-6","15.00","14.53","15.28","14.31","62.15M","2.04%"
"2016-4-5","14.70","13.85","15.13","13.84","69.77M","6.68%"
"2016-4-1","13.78","13.60","13.93","13.33","41.04M","0.36%"
"2016-3-31","13.73","14.28","14.28","13.71","59.90M","-2.21%"
"2016-3-30","14.04","12.98","14.04","12.89","62.49M","9.95%"
"2016-3-29","12.77","13.23","13.32","12.37","56.39M","-4.49%"
"2016-3-28","13.37","13.33","13.99","13.08","66.90M","2.45%"
"2016-3-25","13.05","13.18","13.43","12.62","47.09M","-1.29%"
"2016-3-24","13.22","13.43","14.14","13.18","64.70M","-2.15%"
"2016-3-23","13.51","13.41","13.66","13.04","43.85M","-0.15%"
"2016-3-22","13.53","12.98","14.27","12.88","63.85M","1.96%"
"2016-3-21","13.27","13.23","13.58","12.89","67.90M","2.47%"
"2016-3-18","12.95","11.98","12.95","11.89","85.30M","10.03%"
"2016-3-17","11.77","10.85","11.77","10.79","67.72M","10.00%"
"2016-3-16","10.70","10.91","11.06","10.40","71.79M","-1.20%"
"2016-3-15","10.83","9.99","10.97","9.88","80.19M","8.63%"
"2016-3-14","9.97","9.60","10.23","9.60","29.27M","6.18%"
"2016-3-11","9.39","9.27","9.51","9.15","15.25M","-0.84%"
"2016-3-10","9.47","9.90","9.97","9.39","21.69M","-3.56%"
"2016-3-9","9.82","9.87","10.13","9.61","20.75M","-3.25%"
"2016-3-8","10.15","9.71","10.22","9.01","33.49M","4.21%"
"2016-3-7","9.74","9.65","10.05","9.57","19.67M","3.07%"
"2016-3-4","9.45","10.17","10.34","9.29","29.65M","-7.71%"
"2016-3-3","10.24","10.30","10.67","10.18","31.67M","-0.78%"
"2016-3-2","10.32","9.72","10.42","9.66","31.03M","6.17%"
"2016-3-1","9.72","9.56","9.92","9.01","28.77M","1.46%"
"2016-2-29","9.58","10.24","10.46","9.58","29.81M","-10.05%"
"2016-2-26","10.65","10.67","10.92","10.02","32.71M","0.66%"
"2016-2-25","10.58","11.84","11.97","10.49","57.10M","-9.18%"
"2016-2-24","11.65","11.49","11.68","11.27","30.55M","1.39%"
"2016-2-23","11.49","11.72","11.72","11.24","30.88M","-2.54%"
"2016-2-22","11.79","11.73","11.92","11.47","34.13M","2.97%"
"2016-2-19","11.45","11.32","11.60","11.26","27.49M","0.88%"
"2016-2-18","11.35","11.53","11.94","11.32","34.22M","-1.73%"
"2016-2-17","11.55","11.59","11.61","11.27","32.19M","-0.43%"
"2016-2-16","11.60","11.20","11.70","11.10","35.89M","4.50%"
"2016-2-15","11.10","10.52","11.36","10.43","26.74M","0.73%"
"2016-2-5","11.02","11.49","11.60","10.90","33.88M","-3.33%"
"2016-2-4","11.40","10.77","11.55","10.58","44.05M","5.85%"
"2016-2-3","10.77","10.17","10.85","10.02","38.15M","3.16%"
"2016-2-2","10.44","10.07","10.79","10.01","37.53M","3.88%"
"2016-2-1","10.05","9.77","10.24","9.66","49.96M","2.45%"
"2016-1-29","9.81","8.97","9.81","8.85","37.30M","9.98%"
"2016-1-28","8.92","9.62","9.81","8.88","29.49M","-9.53%"
"2016-1-27","9.86","10.27","10.42","9.18","36.28M","-3.33%"
"2016-1-26","10.20","11.05","11.17","10.20","37.78M","-9.97%"
"2016-1-25","11.33","11.52","11.77","11.12","31.24M","-1.65%"
"2016-1-22","11.52","11.42","11.67","10.95","32.42M","2.58%"
"2016-1-21","11.23","12.15","12.57","11.22","41.68M","-9.94%"
"2016-1-20","12.47","12.72","13.00","12.30","44.12M","-1.73%"
"2016-1-19","12.69","12.18","12.75","12.05","39.56M","3.76%"
"2016-1-18","12.23","11.43","12.53","11.43","42.09M","3.12%"
"2016-1-15","11.86","11.72","12.37","11.53","57.36M","-0.08%"
"2016-1-14","11.87","10.27","11.88","10.27","48.20M","9.91%"
"2016-1-13","10.80","11.62","11.72","10.77","42.94M","-6.09%"
"2016-1-12","11.50","11.22","11.77","11.07","46.44M","3.42%"
"2016-1-11","11.12","12.02","12.53","11.12","44.21M","-10.03%"
"2016-1-8","12.36","13.13","13.23","11.48","43.90M","-2.98%"
"2016-1-7","12.74","13.79","13.79","12.74","9.41M","-10.03%"
"2016-1-6","14.16","14.03","14.34","13.38","37.25M","2.24%"
"2016-1-5","13.85","13.54","14.66","13.32","53.67M","-6.42%"
"2016-1-4","14.80","16.64","17.03","14.80","50.87M","-9.98%"
